date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:57:39	110/110	---M-Z	200	added ('OK')	text/plain	date:Tue,%2023%20May%202023%2013:57:39%20GMT	https://wintechb.com/robots.txt		(from )
14:57:40	52978/52978	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20May%202023%2013:57:40%20GMT	https://wintechb.com/	C:/My%20Web%20Sites/Wintech/wintechb.com/index.html	(from )
14:57:41	10311/10311	---MCZ	200	added ('OK')	application/rss+xml	etag:%22e5bd986a7aa7e6b8ac412df9788656a5%22	https://wintechb.com/feed/	C:/My%20Web%20Sites/Wintech/wintechb.com/feed/index.html	(from https://wintechb.com/)
14:57:41	95021/95021	---M-Z	200	added ('OK')	text/css	etag:%221732d-6468f40d-e81b3ee0f4d65666;gz%22	https://wintechb.com/wp-includes/css/dist/block-library/style.min.css?ver=6.1.3	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-includes/css/dist/block-library/style.min6fb3.css	(from https://wintechb.com/)
14:57:41	217/217	---M-Z	200	added ('OK')	text/css	etag:%22d9-63586e04-847e94105038c203;gz%22	https://wintechb.com/wp-includes/css/classic-themes.min.css?ver=1	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-includes/css/classic-themes.min68b3.css	(from https://wintechb.com/)
14:57:42	1018/1018	---M-Z	200	added ('OK')	text/css	etag:%223fa-63e3b598-77a7c45ed447348;gz%22	https://wintechb.com/wp-content/themes/avril/assets/css/owl.theme.default.min.css?ver=6.1.3	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/themes/avril/assets/css/owl.theme.default.min6fb3.css	(from https://wintechb.com/)
14:57:42	711/711	---M-Z	200	added ('OK')	application/rss+xml	etag:%22e5bd986a7aa7e6b8ac412df9788656a5%22	https://wintechb.com/comments/feed/	C:/My%20Web%20Sites/Wintech/wintechb.com/comments/feed/index.html	(from https://wintechb.com/)
14:57:43	29067/29067	---M-Z	200	added ('OK')	text/css	etag:%22718b-63e3b598-fbfb42fef3fab2bb;gz%22	https://wintechb.com/wp-content/themes/avril/assets/css/fonts/font-awesome/css/font-awesome.min.css?ver=6.1.3	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/themes/avril/assets/css/fonts/font-awesome/css/font-awesome.min6fb3.css	(from https://wintechb.com/)
14:57:43	4265/4265	---M-Z	200	added ('OK')	text/css	etag:%2210a9-63e3b598-f7e4b8ca2db20d52;gz%22	https://wintechb.com/wp-content/themes/avril/assets/css/editor-style.css?ver=6.1.3	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/themes/avril/assets/css/editor-style6fb3.css	(from https://wintechb.com/)
14:57:45	1646/1646	---M-Z	200	added ('OK')	text/css	etag:%2266e-63e3b598-872aa7d45e0ccb4c;gz%22	https://wintechb.com/wp-content/themes/avril/assets/css/color/default.css?ver=6.1.3	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/themes/avril/assets/css/color/default6fb3.css	(from https://wintechb.com/)
14:57:46	34388/34388	---M-Z	200	added ('OK')	text/css	etag:%228654-63e3b598-3e6f2f1969a9a929;gz%22	https://wintechb.com/wp-content/themes/avril/assets/css/theme.css?ver=6.1.3	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/themes/avril/assets/css/theme6fb3.css	(from https://wintechb.com/)
14:57:47	50851/50851	---M-Z	200	added ('OK')	text/css	etag:%22c6a3-63e3fad7-27456f72c8291ae2;gz%22	https://wintechb.com/wp-content/themes/avril/assets/css/menu.css?ver=6.1.3	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/themes/avril/assets/css/menu6fb3.css	(from https://wintechb.com/)
14:57:48	40697/40697	---M-Z	200	added ('OK')	text/css	etag:%229ef9-63e3b598-34b1c84b7fdd0ac7;gz%22	https://wintechb.com/wp-content/themes/avril/assets/css/widgets.css?ver=6.1.3	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/themes/avril/assets/css/widgets6fb3.css	(from https://wintechb.com/)
14:57:48	56669/56669	---M-Z	200	added ('OK')	text/css	etag:%22dd5d-63e3c808-593a3a3a62abe3c0;gz%22	https://wintechb.com/wp-content/themes/avril/assets/css/main.css?ver=6.1.3	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/themes/avril/assets/css/main6fb3.css	(from https://wintechb.com/)
14:57:50	10338/10338	---M-Z	200	added ('OK')	text/css	etag:%222862-63e3b598-5f959bac32fb446e;gz%22	https://wintechb.com/wp-content/themes/avril/assets/css/responsive.css?ver=6.1.3	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/themes/avril/assets/css/responsive6fb3.css	(from https://wintechb.com/)
14:57:50	1102/1102	---M-Z	200	added ('OK')	text/css	etag:%2244e-63e3b598-71ab0d880f582b22;gz%22	https://wintechb.com/wp-content/themes/avril/style.css?ver=6.1.3	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/themes/avril/style6fb3.css	(from https://wintechb.com/)
14:57:51	25427/25427	---M-Z	200	added ('OK')	text/css	etag:%226353-63e3b5d3-29ee03fe399885bc;gz%22	https://wintechb.com/wp-content/plugins/clever-fox//inc/assets/css/animate.css?ver=6.1.3	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/plugins/clever-fox/inc/assets/css/animate6fb3.css	(from https://wintechb.com/)
14:57:51	2941/2941	---M-Z	200	added ('OK')	text/css	etag:%22b7d-63e3b5d3-b9c28ae9d92bae91;gz%22	https://wintechb.com/wp-content/plugins/clever-fox//inc/assets/css/owl.carousel.min.css?ver=6.1.3	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/plugins/clever-fox/inc/assets/css/owl.carousel.min6fb3.css	(from https://wintechb.com/)
14:57:53	89684/89684	---M-Z	200	added ('OK')	application/javascript	etag:%2215e54-6328ff50-470224907d991893;gz%22	https://wintechb.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-includes/js/jquery/jquery.mina7a0.js	(from https://wintechb.com/)
14:57:53	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:%222bd8-5fb577a6-a7bfc9efcf324e96;gz%22	https://wintechb.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://wintechb.com/)
14:57:54	1242/1242	---M-Z	200	added ('OK')	application/json	date:Tue,%2023%20May%202023%2013:57:54%20GMT	https://wintechb.com/wp-json/wp/v2/pages/505	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-json/wp/v2/pages/505.json	(from https://wintechb.com/)
14:57:55	163837/163837	---MCZ	200	added ('OK')	application/json	date:Tue,%2023%20May%202023%2013:57:55%20GMT	https://wintechb.com/wp-json/	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-json/index.html	(from https://wintechb.com/)
14:57:55	786/786	---M-Z	200	added ('OK')	text/xml	date:Tue,%2023%20May%202023%2013:57:55%20GMT	https://wintechb.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/Wintech/wintechb.com/xmlrpc0db0.php	(from https://wintechb.com/)
14:57:55	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-52a95560-b51c49b4af24a740;gz%22	https://wintechb.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-includes/wlwmanifest.xml	(from https://wintechb.com/)
14:57:56	2372/2372	---M-Z	200	added ('OK')	application/json	date:Tue,%2023%20May%202023%2013:57:57%20GMT	https://wintechb.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwintechb.com%2F	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-json/oembed/1.0/embed6d8c.json	(from https://wintechb.com/)
14:57:57	2440/2440	---M-Z	200	added ('OK')	text/xml	date:Tue,%2023%20May%202023%2013:57:57%20GMT	https://wintechb.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwintechb.com%2F&format=xml	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-json/oembed/1.0/embed568b	(from https://wintechb.com/)
14:57:57	2513/2513	---M--	200	added ('OK')	image/png	etag:%229d1-63e3c6a0-7f1e293aadb85e18;;;%22	https://wintechb.com/wp-content/uploads/2023/02/cropped-logo-2-32x32.png	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/uploads/2023/02/cropped-logo-2-32x32.png	(from https://wintechb.com/)
14:57:59	28191/28191	---M--	200	added ('OK')	image/png	etag:%226e1f-63e3c6a0-20a1a2c7d885f762;;;%22	https://wintechb.com/wp-content/uploads/2023/02/cropped-logo-2-192x192.png	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/uploads/2023/02/cropped-logo-2-192x192.png	(from https://wintechb.com/)
14:58:00	31302/31302	---M--	200	added ('OK')	image/png	etag:%227a46-63e3c6a0-19a5d6e7b6c8d3ec;;;%22	https://wintechb.com/wp-content/uploads/2023/02/cropped-logo-2-180x180.png	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/uploads/2023/02/cropped-logo-2-180x180.png	(from https://wintechb.com/)
14:58:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20May%202023%2013:58:00%20GMT	https://wintechb.com/application-form	C:/My%20Web%20Sites/Wintech/wintechb.com/application-form	(from https://wintechb.com/)
14:58:00	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20May%202023%2013:58:01%20GMT	https://wintechb.com/app	C:/My%20Web%20Sites/Wintech/wintechb.com/app	(from https://wintechb.com/)
14:58:01	5301/5301	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20May%202023%2013:58:01%20GMT	https://wintechb.com/app/	C:/My%20Web%20Sites/Wintech/wintechb.com/app/index.html	(from https://wintechb.com/)
14:58:01	79945/79945	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20May%202023%2013:58:01%20GMT	https://wintechb.com/application-form/	C:/My%20Web%20Sites/Wintech/wintechb.com/application-form/index.html	(from https://wintechb.com/)
14:58:02	8085/8085	---M--	200	added ('OK')	image/png	etag:%221f95-63e3c4e1-da9281e77bcc1919;;;%22	https://wintechb.com/wp-content/uploads/2023/02/logo-2.png	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/uploads/2023/02/logo-2.png	(from https://wintechb.com/)
14:58:03	41820/41820	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20May%202023%2013:58:03%20GMT	https://wintechb.com/about-us/	C:/My%20Web%20Sites/Wintech/wintechb.com/about-us/index.html	(from https://wintechb.com/)
14:58:05	165870/165870	---M--	200	added ('OK')	image/jpeg	etag:%22287ee-63e3cb6c-221f2946dbba9dda;;;%22	https://wintechb.com/wp-content/uploads/2023/02/img03.jpg	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/uploads/2023/02/img03.jpg	(from https://wintechb.com/)
14:58:05	41562/41562	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20May%202023%2013:58:05%20GMT	https://wintechb.com/contact-us/	C:/My%20Web%20Sites/Wintech/wintechb.com/contact-us/index.html	(from https://wintechb.com/)
14:58:05	43335/43335	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20May%202023%2013:58:06%20GMT	https://wintechb.com/career-opportunities/	C:/My%20Web%20Sites/Wintech/wintechb.com/career-opportunities/index.html	(from https://wintechb.com/)
14:58:06	153500/153500	---M--	200	added ('OK')	image/jpeg	etag:%222579c-63e3cd1f-1220c92be9770dde;;;%22	https://wintechb.com/wp-content/uploads/2023/02/img04.jpg	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/uploads/2023/02/img04.jpg	(from https://wintechb.com/)
14:58:08	249084/249084	---M--	200	added ('OK')	image/jpeg	etag:%223ccfc-63e3c9aa-43c087d6e05bb093;;;%22	https://wintechb.com/wp-content/uploads/2023/02/img01.jpg	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/uploads/2023/02/img01.jpg	(from https://wintechb.com/)
14:58:08	42118/42118	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20May%202023%2013:58:07%20GMT	https://wintechb.com/international-banking/	C:/My%20Web%20Sites/Wintech/wintechb.com/international-banking/index.html	(from https://wintechb.com/)
14:58:08	43615/43615	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20May%202023%2013:58:08%20GMT	https://wintechb.com/personal-e-banking/	C:/My%20Web%20Sites/Wintech/wintechb.com/personal-e-banking/index.html	(from https://wintechb.com/)
14:58:08	43508/43508	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20May%202023%2013:58:08%20GMT	https://wintechb.com/e-banking-services/	C:/My%20Web%20Sites/Wintech/wintechb.com/e-banking-services/index.html	(from https://wintechb.com/)
14:58:09	134/134	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20May%202023%2013:58:09%20GMT	http://code.tidio.co/nkbapvzwtfyqhgopfyfju8kkgwdaumuz.js	C:/My%20Web%20Sites/Wintech/code.tidio.co/nkbapvzwtfyqhgopfyfju8kkgwdaumuz.1e.delayed	(from https://wintechb.com/)
14:58:09	44676/44676	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20May%202023%2013:58:09%20GMT	https://wintechb.com/treasury-management-services/	C:/My%20Web%20Sites/Wintech/wintechb.com/treasury-management-services/index.html	(from https://wintechb.com/)
14:58:14	43655/43655	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20May%202023%2013:58:14%20GMT	https://wintechb.com/personal-credit-cards/	C:/My%20Web%20Sites/Wintech/wintechb.com/personal-credit-cards/index.html	(from https://wintechb.com/)
14:58:14	44046/44046	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20May%202023%2013:58:14%20GMT	https://wintechb.com/residential-loans/	C:/My%20Web%20Sites/Wintech/wintechb.com/residential-loans/index.html	(from https://wintechb.com/)
14:58:14	42840/42840	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20May%202023%2013:58:14%20GMT	https://wintechb.com/merchant-services/	C:/My%20Web%20Sites/Wintech/wintechb.com/merchant-services/index.html	(from https://wintechb.com/)
14:58:14	44311/44311	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20May%202023%2013:58:14%20GMT	https://wintechb.com/personal-savings/	C:/My%20Web%20Sites/Wintech/wintechb.com/personal-savings/index.html	(from https://wintechb.com/)
14:58:14	8184/8184	---M-Z	200	added ('OK')	application/javascript	etag:%221ff8-63e3b598-826d5a87f0ac5f54;gz%22	https://wintechb.com/wp-content/themes/avril/assets/js/wow.min.js?ver=6.1.3	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/themes/avril/assets/js/wow.min6fb3.js	(from https://wintechb.com/)
14:58:15	21349/21349	---M-Z	200	added ('OK')	application/javascript	etag:%225365-63e3b598-1f4daff643e5c085;gz%22	https://wintechb.com/wp-content/themes/avril/assets/js/custom.js?ver=6.1.3	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/themes/avril/assets/js/custom6fb3.js	(from https://wintechb.com/)
14:58:15	44474/44474	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20May%202023%2013:58:15%20GMT	https://wintechb.com/88-2/	C:/My%20Web%20Sites/Wintech/wintechb.com/88-2/index.html	(from https://wintechb.com/)
14:58:16	46368/46368	---M-Z	200	added ('OK')	application/javascript	etag:%22b520-63e3b5d3-7a305d4c1b73b279;gz%22	https://wintechb.com/wp-content/plugins/clever-fox/inc/assets/js/owl.carousel.min.js?ver=6.1.3	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/plugins/clever-fox/inc/assets/js/owl.carousel.min6fb3.js	(from https://wintechb.com/)
14:58:18	42688/42688	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20May%202023%2013:58:16%20GMT	https://wintechb.com/business-debit-cards/	C:/My%20Web%20Sites/Wintech/wintechb.com/business-debit-cards/index.html	(from https://wintechb.com/)
14:58:19	44364/44364	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20May%202023%2013:58:16%20GMT	https://wintechb.com/loans-lines-of-credit/	C:/My%20Web%20Sites/Wintech/wintechb.com/loans-lines-of-credit/index.html	(from https://wintechb.com/)
14:58:19	76518/76518	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212ae6-63e3b598-114c76733ec416fc;gz%22	https://wintechb.com/wp-content/themes/avril/assets/css/fonts/font-awesome/fonts/fontawesome-webfont.eot?v=4.6.3	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/themes/avril/assets/css/fonts/font-awesome/fonts/fontawesome-webfont5b62.eot	(from https://wintechb.com/wp-content/themes/avril/assets/css/fonts/font-awesome/css/font-awesome.min.css?ver=6.1.3)
14:58:22	76518/76518	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212ae6-63e3b598-114c76733ec416fc;gz%22	https://wintechb.com/wp-content/themes/avril/assets/css/fonts/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/themes/avril/assets/css/fonts/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://wintechb.com/wp-content/themes/avril/assets/css/fonts/font-awesome/css/font-awesome.min.css?ver=6.1.3)
14:58:24	71896/71896	---M--	200	added ('OK')	font/woff2	etag:%22118d8-63e3b598-44446a5c4b5f1226;;;%22	https://wintechb.com/wp-content/themes/avril/assets/css/fonts/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/themes/avril/assets/css/fonts/font-awesome/fonts/fontawesome-webfont5b62.woff2	(from https://wintechb.com/wp-content/themes/avril/assets/css/fonts/font-awesome/css/font-awesome.min.css?ver=6.1.3)
14:58:24	90412/90412	---M--	200	added ('OK')	application/x-font-woff	etag:%221612c-63e3b598-9f7f9cb875717da1;;;%22	https://wintechb.com/wp-content/themes/avril/assets/css/fonts/font-awesome/fonts/fontawesome-webfont.woff?v=4.6.3	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/themes/avril/assets/css/fonts/font-awesome/fonts/fontawesome-webfont5b62.woff	(from https://wintechb.com/wp-content/themes/avril/assets/css/fonts/font-awesome/css/font-awesome.min.css?ver=6.1.3)
14:58:28	152796/152796	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22254dc-63e3b598-c1cdebd74d5c4400;gz%22	https://wintechb.com/wp-content/themes/avril/assets/css/fonts/font-awesome/fonts/fontawesome-webfont.ttf?v=4.6.3	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/themes/avril/assets/css/fonts/font-awesome/fonts/fontawesome-webfont5b62.ttf	(from https://wintechb.com/wp-content/themes/avril/assets/css/fonts/font-awesome/css/font-awesome.min.css?ver=6.1.3)
14:58:29	392306/392306	---M-Z	200	added ('OK')	image/svg+xml	etag:%225fc72-63e3b598-2a806df0eebbdf55;gz%22	https://wintechb.com/wp-content/themes/avril/assets/css/fonts/font-awesome/fonts/fontawesome-webfont.svg?v=4.6.3	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/themes/avril/assets/css/fonts/font-awesome/fonts/fontawesome-webfont5b62.svg	(from https://wintechb.com/wp-content/themes/avril/assets/css/fonts/font-awesome/css/font-awesome.min.css?ver=6.1.3)
14:58:30	7488/7488	---M--	200	added ('OK')	image/png	etag:%221d40-63e3b598-39f883dd6f47ac3c;;;%22	https://wintechb.com/wp-content/themes/avril/assets/images/info-hover.png	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/themes/avril/assets/images/info-hover.png	(from https://wintechb.com/wp-content/themes/avril/assets/css/main.css?ver=6.1.3)
14:58:32	40862/40862	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2023%20May%202023%2013:58:32%20GMT	https://wintechb.com/wp-content/themes/avril/assets/images/bg/pattern.png	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/themes/avril/assets/images/bg/pattern.png	(from https://wintechb.com/wp-content/themes/avril/assets/css/main.css?ver=6.1.3)
14:58:33	3742/3742	---M--	200	added ('OK')	image/png	etag:%22e9e-63e3b598-db2876a7fa7f1ea2;;;%22	https://wintechb.com/wp-content/themes/avril/assets/images/bg/shadow-one.png	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/themes/avril/assets/images/bg/shadow-one.png	(from https://wintechb.com/wp-content/themes/avril/assets/css/main.css?ver=6.1.3)
14:58:35	40862/40862	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2023%20May%202023%2013:58:34%20GMT	https://wintechb.com/wp-content/themes/avril/assets/images/bg/shadow-two.png	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/themes/avril/assets/images/bg/shadow-two.png	(from https://wintechb.com/wp-content/themes/avril/assets/css/main.css?ver=6.1.3)
14:58:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20May%202023%2013:58:37%20GMT	https://wintechb.com/wp-content/plugins/clever-fox//inc/assets/css/owl.video.play.png	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/plugins/clever-fox/inc/assets/css/owl.video.play.png	(from https://wintechb.com/wp-content/plugins/clever-fox//inc/assets/css/owl.carousel.min.css?ver=6.1.3)
14:58:38	40862/40862	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2023%20May%202023%2013:58:38%20GMT	https://wintechb.com/wp-content/plugins/clever-fox/inc/assets/css/owl.video.play.png	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-content/plugins/clever-fox/inc/assets/css/owl.video.play.png	(from https://wintechb.com/wp-content/plugins/clever-fox//inc/assets/css/owl.carousel.min.css?ver=6.1.3)
14:58:41	1384/1384	---M-Z	200	added ('OK')	application/json	date:Tue,%2023%20May%202023%2013:58:41%20GMT	https://wintechb.com/wp-json/wp/v2/pages/460	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-json/wp/v2/pages/460.json	(from https://wintechb.com/application-form/)
14:58:42	2444/2444	---M-Z	200	added ('OK')	application/json	date:Tue,%2023%20May%202023%2013:58:43%20GMT	https://wintechb.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwintechb.com%2Fapplication-form%2F	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-json/oembed/1.0/embed2fd1.json	(from https://wintechb.com/application-form/)
14:58:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20May%202023%2013:58:44%20GMT	https://wintechb.com/?p=460	C:/My%20Web%20Sites/Wintech/wintechb.com/indexb3e1.html	(from https://wintechb.com/application-form/)
14:58:44	2510/2510	---M-Z	200	added ('OK')	text/xml	date:Tue,%2023%20May%202023%2013:58:45%20GMT	https://wintechb.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwintechb.com%2Fapplication-form%2F&format=xml	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-json/oembed/1.0/embedf1ec	(from https://wintechb.com/application-form/)
14:58:46	160403/160403	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:04:10%20GMT	https://stackpath.bootstrapcdn.com/bootstrap/4.5.0/css/bootstrap.min.css	C:/My%20Web%20Sites/Wintech/stackpath.bootstrapcdn.com/bootstrap/4.5.0/css/bootstrap.min.css	(from https://wintechb.com/application-form/)
14:58:48	31000/31000	---MCZ	200	added ('OK')	text/css	etag:W/%22269550530cc127b6aa5a35925a7de6ce%22	https://maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	C:/My%20Web%20Sites/Wintech/maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	(from https://wintechb.com/app/)
